18.67675781	55.16499199	-30.36426586
19.04296875	54.22211782	-43.2509
19.40917969	53.43936512	-46.98689234
19.77539063	51.69509916	-53.48521847
20.14160156	49.05013344	-53.40989702
20.5078125	46.85736395	-41.84198052
20.87402344	45.84181651	-25.93954693
21.24023438	45.89783291	-8.977194052
21.60644531	47.10152432	6.882693834
21.97265625	49.5670602	16.19254422
22.33886719	51.81541228	13.66457208
22.70507813	53.10824604	7.181135186
23.07128906	53.68548547	0.20997079
23.4375	53.7209454	-5.7848713
23.80371094	53.37000999	-9.695543087
24.16992188	52.84798202	-10.72247923
24.53613281	52.42019739	-8.916915167
24.90234375	52.29118711	-5.293878603
25.26855469	52.54430283	-1.304662695
25.63476563	53.14317698	1.545655404
26.00097656	53.92316639	2.063357896
26.3671875	54.63663205	-0.016353632
26.73339844	55.08246745	-3.952193659
27.09960938	55.16381651	-8.604316463
27.46582031	54.86209269	-12.77718438
27.83203125	54.23182185	-15.22270874
28.19824219	53.44021495	-14.8375173
28.56445313	52.75623317	-11.38700112
28.93066406	52.4088723	-5.820800694
29.296875	52.49665677	0.361095087
29.66308594	52.99476364	5.574600038
30.02929688	53.74158236	8.468556077
30.39550781	54.46549722	8.665895431
30.76171875	54.94138906	7.043959386
31.12792969	55.08577325	4.987951514
31.49414063	54.7445989	4.987521857
31.86035156	54.53433002	6.795610827
32.2265625	54.58888677	9.204661058
32.59277344	54.65064507	12.41475951
32.95898438	54.87911643	16.00497126
33.32519531	55.28316488	19.45892695
33.69140625	55.83673791	22.25119501
34.05761719	56.46697887	23.98085199
34.42382813	57.07086946	24.65434034
34.79003906	57.57885183	24.74906569
35.15625	57.9953031	24.84592275
35.52246094	58.37493612	25.26914262
35.88867188	58.77952419	26.01677474
36.25488281	59.25221934	26.8651237
36.62109375	59.80988037	27.48119139
36.98730469	60.44073691	27.50117591
37.35351563	61.10234892	26.61564153
37.71972656	61.726268	24.68833299
38.0859375	62.23699275	21.85120887
38.45214844	62.57736489	18.48795022
38.81835938	62.72479282	15.12587501
39.18457031	62.69657123	12.31281477
39.55078125	62.54854818	10.48857164
39.91699219	62.36236248	9.852955348
40.28320313	62.21977055	10.31396218
40.64941406	62.1804191	11.56500828
41.015625	62.27516831	13.20149993
41.38183594	62.50744447	14.79571048
41.74804688	62.85305771	15.95029807
42.11425781	63.26042317	16.38589188
42.48046875	63.66271622	16.05476443
42.84667969	64.0046929	15.16841369
43.21289063	64.26457846	14.07371095
43.57910156	64.45464612	13.07964772
43.9453125	64.69424362	12.31970985
44.31152344	64.8635378	11.81503908
44.67773438	65.04156581	11.37195368
45.04394531	65.15141305	10.98245048
45.41015625	65.31907944	10.34575393
45.77636719	65.47184248	9.642401342
46.14257813	65.5970649	8.889594791
46.50878906	65.68362052	8.172256327
46.875	65.7297681	7.628282278
47.24121094	65.74748251	7.392761589
47.60742188	65.75872697	7.537871398
47.97363281	65.7870051	8.054216489
48.33984375	65.85121239	8.872350888
48.70605469	65.96395811	9.89138942
49.07226563	66.13198384	10.99555548
49.43847656	66.35623765	12.06136713
49.8046875	66.63095302	12.96712818
50.17089844	66.943075	13.6144643
50.53710938	67.27465901	13.95692995
50.90332031	67.60883358	14.01054748
51.26953125	67.93518524	13.82922301
51.63574219	68.25028803	13.46503067
52.00195313	68.55425173	12.94380753
52.36816406	68.84662029	12.26344856
52.734375	69.1234334	11.40685214
53.10058594	69.37581794	10.36294689
53.46679688	69.59051684	9.152956666
53.83300781	69.75328055	7.855677838
54.19921875	69.85544836	6.615753218
54.56542969	69.90130267	5.615032394
54.93164063	69.9106991	5.007598004
55.29785156	69.91326697	4.857974796
55.6640625	69.9381359	5.127913705
56.03027344	70.0068343	5.708113898
56.39648438	70.29420114	6.68473441
56.76269531	70.4858554	7.18170623
57.12890625	70.71462285	7.564970239
57.49511719	70.97120475	7.746508056
57.86132813	71.23992791	7.667571118
58.22753906	71.32066296	7.282818057
58.59375	71.56560314	7.047887722
58.95996094	71.79987083	6.657494653
59.32617188	72.01672648	6.172508321
59.69238281	72.21555963	5.657588558
60.05859375	72.40002506	5.160367358
60.42480469	72.57556836	4.705836849
60.79101563	72.74773072	4.298863423
61.15722656	72.92117213	3.928239968
61.5234375	73.09894934	3.570481524
61.88964844	73.28179483	3.194780648
62.25585938	73.46759106	2.771336304
62.62207031	73.65166409	2.282810648
62.98828125	73.82835995	1.733488403
63.35449219	73.99331141	1.148927923
63.72070313	74.14499253	0.565733056
64.08691406	74.28482818	0.018934363
64.453125	74.41633049	-0.46637823
64.81933594	74.54404017	-0.878285843
65.18554688	74.67263036	-1.218292199
65.55175781	74.80614647	-1.500223607
65.91796875	74.94727928	-1.747773264
66.28417969	75.09673384	-1.989735799
66.65039063	75.25299379	-2.252675987
67.01660156	75.41281361	-2.553092315
67.3828125	75.57239806	-2.892947979
67.74902344	75.72872209	-3.261035017
68.11523438	75.88036659	-3.638886449
68.48144531	76.02765136	-4.00777132
68.84765625	76.24954733	-4.520775003
69.21386719	76.39249933	-4.846695139
69.58007813	76.53733807	-5.141029506
69.94628906	76.68640086	-5.416114374
70.3125	76.84057093	-5.690249002
70.67871094	76.99904886	-5.981190804
71.04492188	77.07509582	-6.135130098
71.41113281	77.23678856	-6.459631765
71.77734375	77.39755288	-6.815470469
72.14355469	77.55527289	-7.191325041
72.50976563	77.70926589	-7.570682622
72.87597656	77.86039583	-7.938021058
73.2421875	78.01067785	-8.28406241
73.60839844	78.16254446	-8.608638392
73.97460938	78.31801592	-8.920430554
74.34082031	78.47804908	-9.233748839
74.70703125	78.64229059	-9.563553689
75.07324219	78.80930705	-9.9206456
75.43945313	78.97716657	-10.3088137
75.80566406	79.14411479	-10.7247602
76.171875	79.30909218	-11.16041823
76.53808594	79.47194331	-11.60650888
76.90429688	79.63329461	-12.05601315
77.27050781	79.79417605	-12.50645735
77.63671875	79.95552996	-12.96033119
78.00292969	80.11778692	-13.42355315
78.36914063	80.28067099	-13.90261537
78.73535156	80.44330731	-14.4016014
79.1015625	80.60457353	-14.92031126
79.46777344	80.76353621	-15.45417004
79.83398438	80.91979718	-15.99579127
80.20019531	81.07363534	-16.53747057
